epoch	loss
0	54.11996841430664
1	1.4897682666778564
2	1.2844547033309937
3	1.1827874183654785
4	1.1128162145614624
5	1.0681968927383423
6	1.0341931581497192
7	1.0026397705078125
8	0.9897112846374512
9	0.9592280983924866
10	0.9453131556510925
11	0.9353642463684082
12	0.9165093302726746
13	0.9097870588302612
14	0.8958434462547302
15	0.8853821754455566
16	0.8780301809310913
17	0.87403804063797
18	0.871813952922821
19	0.8674240112304688
20	0.862195611000061
21	0.8649572134017944
22	0.8491884469985962
23	0.8434087634086609
24	0.8564532995223999
25	0.8437314033508301
26	0.8412128686904907
27	0.8394845724105835
28	0.8265165090560913
29	0.8267859220504761
30	0.8302933573722839
31	0.8243171572685242
32	0.820850670337677
33	0.8191657662391663
34	0.8330429196357727
35	0.8205376863479614
36	0.8225087523460388
37	0.8138797879219055
38	0.8127055168151855
39	0.8097874522209167
40	0.8101251125335693
41	0.8090168833732605
42	0.8101650476455688
43	0.8083073496818542
44	0.8010178804397583
45	0.8137628436088562
46	0.8037950992584229
47	0.8013818860054016
48	0.802960216999054
49	0.8010132312774658
50	0.7978084087371826
51	0.7979273200035095
52	0.795017659664154
53	0.7947995662689209
54	0.8005707859992981
55	0.7932375073432922
56	0.7926932573318481
57	0.7985197305679321
58	0.7937508225440979
59	0.7970741987228394
60	0.7886956930160522
61	0.79196697473526
62	0.7906078100204468
63	0.7882183194160461
64	0.7949543595314026
65	0.7865325808525085
66	0.790617823600769
67	0.7887738943099976
68	0.7841669917106628
69	0.7891843318939209
70	0.7897523045539856
71	0.7918850183486938
72	0.7823407053947449
73	0.7841247916221619
74	0.7839282155036926
75	0.780600368976593
76	0.780652642250061
77	0.7923449873924255
78	0.7833961844444275
79	0.7805379629135132
80	0.7820542454719543
81	0.7826778888702393
82	0.780055820941925
83	0.77752685546875
84	0.7822343707084656
85	0.7781168818473816
86	0.779907763004303
87	0.7796881794929504
88	0.7745296955108643
89	0.773505687713623
90	0.7747977375984192
91	0.7774882912635803
92	0.7840608358383179
93	0.7785149812698364
94	0.7802925705909729
95	0.7759299874305725
96	0.7763023376464844
97	0.7726615071296692
98	0.7748481035232544
99	0.775684654712677
100	0.7738329768180847
